날짜,출처,제목,본문 요약 ,URL
2019.03.26.,한라일보,민주당 제주특별법 성찰·대안모색 토론회,"토론회를 주최한 오영훈 민주당 지속가능한 제주특별위원장은 ""제주특별법 시행 이후 제시된 다양한 의견들이 소모적인 갈등만을 일으키기보다 새로운 제주의 미래를 재설계하는 초석이 되기 위해 노력하는 마음으로...",http://www.ihalla.com/read.php3?aid=1553578108625374073
2019.04.02.,미디어스,"'제주 4·3 사건 특별법' 제정, 정부·보수야당 소극적",국회에서 1년째 보류중인 '제주 4·3사건 진상규명 및 희생자 명예회복에 관한 특별법'(제주4·3특별법)... 기획재정부는 '4·3 사건에 대한 배·보상은 사회갈등 유발 가능성이 있다. 막대한 재원소요가 예상되며 현재 국회...,http://www.mediaus.co.kr/news/articleView.html?idxno=149430
2019.06.21.,제주도민일보,"제주도, 도서지역 특수배송비 개선 위한 세미나","이날 세미나에는 중앙부처와 학계, 업계 관계자 등 50여명이 참석해 특수배송비를 둘러싼 갈등과 해결방안을 모색한다. 이날 세미나에서는 이상식 한국소비자원 제주여행소비자권익센터장의 '도서지역 특수배송비...",http://www.jejudomin.co.kr/news/articleView.html?idxno=113434
2019.04.10.,축산신문,"“제주 악취관리대책, 연좌제와 다를 바 없다”",제주도내 양돈장이 무더기 악취관리지역으로 지정된지 1년이 지나면서 악취 허용기준을 상회하는... 이로인해 주변농장과의 심각한 갈등까지 우려되고 있는 것이다.이 소식을 접한 다른 지역 양돈농가들도 이해할 수...,http://www.chuksannews.co.kr/news/article.html?no=164183
2020.01.02.,제민일보,"""갈등최소화, 도민대통합 전력을 다할 것""","△제주 제2공항 건설 갈등 등 도민 사회 곳곳에서 극심하게 발생하고 있는 갈등 해소 방안에 대한 견해는. 시민의식이 성숙함에 따라 시민권리 및 참여의식 높아지면서, 행정이 주민욕구에 제대로 대응하지 못하는...",http://www.jemin.com/news/articleView.html?idxno=635017
2019.11.27.,경북일보,"원희룡 제주도지사 ""문재인 대통령, 남자 박근혜 같다"" 도발","건설 갈등과 같은 현안이 산적한데, 원 지사는 26일부터 1박 2일 일정으로 대구에 와서 이렇게 존재감을 드러냈다. 강호진 제주주민자치연대 대표는 ""원 지사는 지금 제주도의 현안은 내버려두고 예능프로그램부터 시작해...",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2022395
2019.08.14.,일요신문,한일갈등 스포츠계 영향에도 “아이들은 잘못이 없다”,한일 양국 갈등이 심화되며 그 여파가 스포츠까지 이어지고 있다. 당초 일본 전지훈련을 계획했던... 지난 12일부터 일주일간 열리는 2019 제주국제유스축구대회에는 가시마 앤틀러스를 비롯해 일본 4개 팀이 참가했다.,http://ilyo.co.kr/?ac=article_view&entry_id=344521
2019.03.05.,뉴스1,[인사] 제주도,◇제주특별자치도 ▷2급 Δ도민안전실장 김창선 ▷3급 Δ민군복합형관광미항 갈등해소지원단장 이영철 ▷4급 Δ수산정책과장 이승훈 Δ공공하수처리시설 현대화사업추진단장 김영호 <직위승진> ▷4급...,http://news1.kr/articles/?3563394
2019.04.17.,제주의소리,"민주당 제주 ""영리병원 번복 사과 없는 원희룡 유감""","제주도가 국내 최초 영리병원인 녹지국제병원에 대한 개설허가를 취소한 것과 관련, 더불어민주당 제주도당은 17일 논평을 내고 ""도민사회에 큰 혼란과 갈등을 가져다 준 지난 결정과 번복에 대해 사과 한마디 없이...",http://www.jejusori.net/news/articleView.html?idxno=301871
2019.03.26.,한라일보,민주당 제주특별법 성찰·대안모색 토론회,"토론회를 주최한 오영훈 민주당 지속가능한 제주특별위원장은 ""제주특별법 시행 이후 제시된 다양한 의견들이 소모적인 갈등만을 일으키기보다 새로운 제주의 미래를 재설계하는 초석이 되기 위해 노력하는 마음으로...",http://www.ihalla.com/read.php3?aid=1553578108625374073
2019.04.02.,미디어스,"'제주 4·3 사건 특별법' 제정, 정부·보수야당 소극적",국회에서 1년째 보류중인 '제주 4·3사건 진상규명 및 희생자 명예회복에 관한 특별법'(제주4·3특별법)... 기획재정부는 '4·3 사건에 대한 배·보상은 사회갈등 유발 가능성이 있다. 막대한 재원소요가 예상되며 현재 국회...,http://www.mediaus.co.kr/news/articleView.html?idxno=149430
2019.06.21.,제주도민일보,"제주도, 도서지역 특수배송비 개선 위한 세미나","이날 세미나에는 중앙부처와 학계, 업계 관계자 등 50여명이 참석해 특수배송비를 둘러싼 갈등과 해결방안을 모색한다. 이날 세미나에서는 이상식 한국소비자원 제주여행소비자권익센터장의 '도서지역 특수배송비...",http://www.jejudomin.co.kr/news/articleView.html?idxno=113434
2019.04.10.,축산신문,"“제주 악취관리대책, 연좌제와 다를 바 없다”",제주도내 양돈장이 무더기 악취관리지역으로 지정된지 1년이 지나면서 악취 허용기준을 상회하는... 이로인해 주변농장과의 심각한 갈등까지 우려되고 있는 것이다.이 소식을 접한 다른 지역 양돈농가들도 이해할 수...,http://www.chuksannews.co.kr/news/article.html?no=164183
2020.01.02.,제민일보,"""갈등최소화, 도민대통합 전력을 다할 것""","△제주 제2공항 건설 갈등 등 도민 사회 곳곳에서 극심하게 발생하고 있는 갈등 해소 방안에 대한 견해는. 시민의식이 성숙함에 따라 시민권리 및 참여의식 높아지면서, 행정이 주민욕구에 제대로 대응하지 못하는...",http://www.jemin.com/news/articleView.html?idxno=635017
2019.11.27.,경북일보,"원희룡 제주도지사 ""문재인 대통령, 남자 박근혜 같다"" 도발","건설 갈등과 같은 현안이 산적한데, 원 지사는 26일부터 1박 2일 일정으로 대구에 와서 이렇게 존재감을 드러냈다. 강호진 제주주민자치연대 대표는 ""원 지사는 지금 제주도의 현안은 내버려두고 예능프로그램부터 시작해...",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2022395
2019.08.14.,일요신문,한일갈등 스포츠계 영향에도 “아이들은 잘못이 없다”,한일 양국 갈등이 심화되며 그 여파가 스포츠까지 이어지고 있다. 당초 일본 전지훈련을 계획했던... 지난 12일부터 일주일간 열리는 2019 제주국제유스축구대회에는 가시마 앤틀러스를 비롯해 일본 4개 팀이 참가했다.,http://ilyo.co.kr/?ac=article_view&entry_id=344521
2019.03.05.,뉴스1,[인사] 제주도,◇제주특별자치도 ▷2급 Δ도민안전실장 김창선 ▷3급 Δ민군복합형관광미항 갈등해소지원단장 이영철 ▷4급 Δ수산정책과장 이승훈 Δ공공하수처리시설 현대화사업추진단장 김영호 <직위승진> ▷4급...,http://news1.kr/articles/?3563394
2019.04.17.,제주의소리,"민주당 제주 ""영리병원 번복 사과 없는 원희룡 유감""","제주도가 국내 최초 영리병원인 녹지국제병원에 대한 개설허가를 취소한 것과 관련, 더불어민주당 제주도당은 17일 논평을 내고 ""도민사회에 큰 혼란과 갈등을 가져다 준 지난 결정과 번복에 대해 사과 한마디 없이...",http://www.jejusori.net/news/articleView.html?idxno=301871
2019.03.26.,한라일보,민주당 제주특별법 성찰·대안모색 토론회,"토론회를 주최한 오영훈 민주당 지속가능한 제주특별위원장은 ""제주특별법 시행 이후 제시된 다양한 의견들이 소모적인 갈등만을 일으키기보다 새로운 제주의 미래를 재설계하는 초석이 되기 위해 노력하는 마음으로...",http://www.ihalla.com/read.php3?aid=1553578108625374073
2019.04.02.,미디어스,"'제주 4·3 사건 특별법' 제정, 정부·보수야당 소극적",국회에서 1년째 보류중인 '제주 4·3사건 진상규명 및 희생자 명예회복에 관한 특별법'(제주4·3특별법)... 기획재정부는 '4·3 사건에 대한 배·보상은 사회갈등 유발 가능성이 있다. 막대한 재원소요가 예상되며 현재 국회...,http://www.mediaus.co.kr/news/articleView.html?idxno=149430
2019.06.21.,제주도민일보,"제주도, 도서지역 특수배송비 개선 위한 세미나","이날 세미나에는 중앙부처와 학계, 업계 관계자 등 50여명이 참석해 특수배송비를 둘러싼 갈등과 해결방안을 모색한다. 이날 세미나에서는 이상식 한국소비자원 제주여행소비자권익센터장의 '도서지역 특수배송비...",http://www.jejudomin.co.kr/news/articleView.html?idxno=113434
2019.04.10.,축산신문,"“제주 악취관리대책, 연좌제와 다를 바 없다”",제주도내 양돈장이 무더기 악취관리지역으로 지정된지 1년이 지나면서 악취 허용기준을 상회하는... 이로인해 주변농장과의 심각한 갈등까지 우려되고 있는 것이다.이 소식을 접한 다른 지역 양돈농가들도 이해할 수...,http://www.chuksannews.co.kr/news/article.html?no=164183
2020.01.02.,제민일보,"""갈등최소화, 도민대통합 전력을 다할 것""","△제주 제2공항 건설 갈등 등 도민 사회 곳곳에서 극심하게 발생하고 있는 갈등 해소 방안에 대한 견해는. 시민의식이 성숙함에 따라 시민권리 및 참여의식 높아지면서, 행정이 주민욕구에 제대로 대응하지 못하는...",http://www.jemin.com/news/articleView.html?idxno=635017
2019.11.27.,경북일보,"원희룡 제주도지사 ""문재인 대통령, 남자 박근혜 같다"" 도발","건설 갈등과 같은 현안이 산적한데, 원 지사는 26일부터 1박 2일 일정으로 대구에 와서 이렇게 존재감을 드러냈다. 강호진 제주주민자치연대 대표는 ""원 지사는 지금 제주도의 현안은 내버려두고 예능프로그램부터 시작해...",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2022395
2019.08.14.,일요신문,한일갈등 스포츠계 영향에도 “아이들은 잘못이 없다”,한일 양국 갈등이 심화되며 그 여파가 스포츠까지 이어지고 있다. 당초 일본 전지훈련을 계획했던... 지난 12일부터 일주일간 열리는 2019 제주국제유스축구대회에는 가시마 앤틀러스를 비롯해 일본 4개 팀이 참가했다.,http://ilyo.co.kr/?ac=article_view&entry_id=344521
2019.03.05.,뉴스1,[인사] 제주도,◇제주특별자치도 ▷2급 Δ도민안전실장 김창선 ▷3급 Δ민군복합형관광미항 갈등해소지원단장 이영철 ▷4급 Δ수산정책과장 이승훈 Δ공공하수처리시설 현대화사업추진단장 김영호 <직위승진> ▷4급...,http://news1.kr/articles/?3563394
2019.04.17.,제주의소리,"민주당 제주 ""영리병원 번복 사과 없는 원희룡 유감""","제주도가 국내 최초 영리병원인 녹지국제병원에 대한 개설허가를 취소한 것과 관련, 더불어민주당 제주도당은 17일 논평을 내고 ""도민사회에 큰 혼란과 갈등을 가져다 준 지난 결정과 번복에 대해 사과 한마디 없이...",http://www.jejusori.net/news/articleView.html?idxno=301871
2019.03.26.,한라일보,민주당 제주특별법 성찰·대안모색 토론회,"토론회를 주최한 오영훈 민주당 지속가능한 제주특별위원장은 ""제주특별법 시행 이후 제시된 다양한 의견들이 소모적인 갈등만을 일으키기보다 새로운 제주의 미래를 재설계하는 초석이 되기 위해 노력하는 마음으로...",http://www.ihalla.com/read.php3?aid=1553578108625374073
2019.04.02.,미디어스,"'제주 4·3 사건 특별법' 제정, 정부·보수야당 소극적",국회에서 1년째 보류중인 '제주 4·3사건 진상규명 및 희생자 명예회복에 관한 특별법'(제주4·3특별법)... 기획재정부는 '4·3 사건에 대한 배·보상은 사회갈등 유발 가능성이 있다. 막대한 재원소요가 예상되며 현재 국회...,http://www.mediaus.co.kr/news/articleView.html?idxno=149430
2019.06.21.,제주도민일보,"제주도, 도서지역 특수배송비 개선 위한 세미나","이날 세미나에는 중앙부처와 학계, 업계 관계자 등 50여명이 참석해 특수배송비를 둘러싼 갈등과 해결방안을 모색한다. 이날 세미나에서는 이상식 한국소비자원 제주여행소비자권익센터장의 '도서지역 특수배송비...",http://www.jejudomin.co.kr/news/articleView.html?idxno=113434
2019.04.10.,축산신문,"“제주 악취관리대책, 연좌제와 다를 바 없다”",제주도내 양돈장이 무더기 악취관리지역으로 지정된지 1년이 지나면서 악취 허용기준을 상회하는... 이로인해 주변농장과의 심각한 갈등까지 우려되고 있는 것이다.이 소식을 접한 다른 지역 양돈농가들도 이해할 수...,http://www.chuksannews.co.kr/news/article.html?no=164183
